"","player_id","id","kickoff_time","kickoff_time_formatted","team_h_score","team_a_score","was_home","round","total_points","value","transfers_balance","selected","transfers_in","transfers_out","loaned_in","loaned_out","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","open_play_crosses","big_chances_created","clearances_blocks_interceptions","recoveries","key_passes","tackles","winning_goals","attempted_passes","completed_passes","penalties_conceded","big_chances_missed","errors_leading_to_goal","errors_leading_to_goal_attempt","tackled","offside","target_missed","fouls","dribbles","element","fixture","opponent_team","name","team","pos","difficulty","opponents","venue","team_goals","opposition_goals","game_id"
"1",1,1,"2018-08-12T15:00:00Z","12 Aug 16:00",0,2,TRUE,1,3,5,0,70767,0,0,0,0,90,0,0,0,2,0,0,0,0,0,6,0,24,"47.0","0.0","0.0","4.7",0,0,0,2,9,0,0,0,42,31,0,0,0,0,0,0,0,0,0,1,1,13,"Cech","Arsenal","Goalkeeper",4,"Man City","H",0,0,1
"2",1,526,"2018-08-18T16:30:00Z","18 Aug 17:30",3,2,FALSE,2,3,5,188,90038,6059,5871,0,0,90,0,0,0,3,0,0,0,0,0,8,0,26,"53.0","0.0","0.0","5.3",0,0,0,1,8,0,0,0,35,25,0,0,0,0,0,0,0,0,0,1,14,6,"Cech","Arsenal","Goalkeeper",4,"Chelsea","A",2,2,2
"3",1,1053,"2018-08-25T14:00:00Z","25 Aug 15:00",3,1,TRUE,3,3,5,8540,107301,19550,11010,0,0,90,0,0,0,1,0,0,0,0,0,4,0,17,"27.8","0.0","0.0","2.8",0,0,0,0,10,0,0,0,24,20,0,0,0,0,0,0,0,0,0,1,21,19,"Cech","Arsenal","Goalkeeper",3,"West Ham","H",3,3,3
"4",1,1584,"2018-09-02T12:30:00Z","02 Sep 13:30",2,3,FALSE,4,1,5,9582,123566,19332,9750,0,0,90,0,0,0,2,0,0,0,0,0,1,0,8,"2.4","0.0","0.0","0.2",0,0,0,0,8,0,0,0,38,24,0,0,0,2,0,0,0,0,0,1,33,5,"Cech","Arsenal","Goalkeeper",2,"Cardiff","A",3,3,4
"5",1,2121,"2018-09-15T14:00:00Z","15 Sep 15:00",1,2,FALSE,5,2,5,-3297,123310,8837,12134,0,0,90,0,0,0,1,0,0,0,0,0,1,0,13,"14.2","0.0","0.0","1.4",0,0,0,2,13,0,0,0,33,23,0,0,0,0,0,0,0,0,0,1,46,15,"Cech","Arsenal","Goalkeeper",2,"Newcastle","A",2,2,5
"6",1,2658,"2018-09-23T15:00:00Z","23 Sep 16:00",2,0,TRUE,6,11,5,-797,124787,6593,7390,0,0,90,0,0,1,0,0,0,0,0,0,6,3,36,"43.4","0.0","0.0","4.3",0,0,0,2,9,0,1,0,33,23,0,0,0,0,0,0,0,0,0,1,51,8,"Cech","Arsenal","Goalkeeper",3,"Everton","H",2,2,6
"7",1,3196,"2018-09-29T14:00:00Z","29 Sep 15:00",2,0,TRUE,7,1,5,9392,138891,13595,4203,0,0,45,0,0,0,0,0,0,0,0,0,1,0,6,"17.2","0.0","0.0","1.7",0,0,0,1,5,0,0,0,18,7,0,0,0,0,0,0,0,0,0,1,61,18,"Cech","Arsenal","Goalkeeper",3,"Watford","H",2,2,7
"8",1,3735,"2018-10-07T11:00:00Z","07 Oct 12:00",1,5,FALSE,8,0,5,-28910,107912,924,29834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,9,"Cech","Arsenal","Goalkeeper",2,"Fulham","A",5,5,8
"9",1,4277,"2018-10-22T19:00:00Z","22 Oct 20:00",3,1,TRUE,9,0,5,-16395,92724,336,16731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,11,"Cech","Arsenal","Goalkeeper",3,"Leicester","H",3,3,9
"10",1,4823,"2018-10-28T13:30:00Z","28 Oct 13:30",2,2,FALSE,10,0,5,-2999,90783,1139,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,7,"Cech","Arsenal","Goalkeeper",2,"Crystal Palace","A",2,2,10
"11",1,5371,"2018-11-03T17:30:00Z","03 Nov 17:30",1,1,TRUE,11,0,5,-3439,87892,565,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,12,"Cech","Arsenal","Goalkeeper",4,"Liverpool","H",1,1,11
"12",1,5921,"2018-11-11T16:30:00Z","11 Nov 16:30",1,1,TRUE,12,0,5,-2784,85826,879,3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,20,"Cech","Arsenal","Goalkeeper",3,"Wolves","H",1,1,12
"13",1,6473,"2018-11-25T13:30:00Z","25 Nov 13:30",1,2,FALSE,13,0,4.9,-2721,83590,457,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,2,"Cech","Arsenal","Goalkeeper",3,"Bournemouth","A",2,2,13
"14",1,7026,"2018-12-02T14:05:00Z","02 Dec 14:05",4,2,TRUE,14,0,4.9,-1529,82400,210,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,17,"Cech","Arsenal","Goalkeeper",4,"Spurs","H",4,4,14
"15",1,7582,"2018-12-05T20:00:00Z","05 Dec 20:00",2,2,FALSE,15,0,4.9,-1607,81015,188,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,14,"Cech","Arsenal","Goalkeeper",4,"Man Utd","A",2,2,15
"16",1,8140,"2018-12-08T15:00:00Z","08 Dec 15:00",1,0,TRUE,16,0,4.9,-1317,80100,604,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151,10,"Cech","Arsenal","Goalkeeper",2,"Huddersfield","H",1,1,16
"17",1,8699,"2018-12-16T13:30:00Z","16 Dec 13:30",3,2,FALSE,17,0,4.9,-2094,78349,299,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167,16,"Cech","Arsenal","Goalkeeper",2,"Southampton","A",2,2,17
"18",1,9261,"2018-12-22T12:30:00Z","22 Dec 12:30",3,1,TRUE,18,0,4.9,-1474,77315,281,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,4,"Cech","Arsenal","Goalkeeper",2,"Burnley","H",3,3,18
