"player_id","round","kickoff_time","opponent_team","was_home","team_h_score","team_a_score","value","transfers_balance","selected","transfers_in","transfers_out","total_points","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","open_play_crosses","big_chances_created","clearances_blocks_interceptions","recoveries","key_passes","tackles","winning_goals","attempted_passes","completed_passes","penalties_conceded","big_chances_missed","errors_leading_to_goal","errors_leading_to_goal_attempt","tackled","offside","target_missed","fouls","dribbles"
1,1,"2016-08-14T15:00:00Z",9,TRUE,3,4,50,0,6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"2016-08-20T16:30:00Z",8,FALSE,0,0,50,-578,7400,153,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"2016-08-27T14:00:00Z",18,FALSE,1,3,50,-571,7708,150,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"2016-09-10T14:00:00Z",13,TRUE,2,1,49,-449,8072,183,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,"2016-09-17T14:00:00Z",7,FALSE,1,4,49,-158,8379,172,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,"2016-09-24T16:30:00Z",4,TRUE,3,0,49,-269,8632,158,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,"2016-10-02T15:30:00Z",3,FALSE,0,1,49,-253,8699,106,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,"2016-10-15T14:00:00Z",16,TRUE,3,2,49,-256,8856,88,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,"2016-10-22T14:00:00Z",12,TRUE,0,0,48,-200,8844,48,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,"2016-10-29T11:30:00Z",15,FALSE,1,4,48,-161,8863,40,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,"2016-11-06T12:00:00Z",17,TRUE,1,1,48,-165,8861,61,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,"2016-11-19T12:30:00Z",11,FALSE,1,1,48,-127,8975,73,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,"2016-11-27T14:15:00Z",2,TRUE,3,1,48,-81,9003,46,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,"2016-12-03T17:30:00Z",20,FALSE,1,5,48,-86,9042,55,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,"2016-12-10T15:00:00Z",14,TRUE,3,1,48,-88,9068,57,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,"2016-12-13T19:45:00Z",6,FALSE,2,1,48,-53,9084,42,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,"2016-12-18T16:00:00Z",10,FALSE,2,1,48,-60,9086,23,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,"2016-12-26T15:00:00Z",19,TRUE,1,0,47,-95,9114,27,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,"2017-01-01T16:00:00Z",5,TRUE,2,0,47,-62,9142,35,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,"2017-01-03T19:45:00Z",2,FALSE,3,3,47,-48,9140,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,"2017-01-14T15:00:00Z",16,FALSE,0,4,47,-102,9236,71,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,"2017-01-22T14:15:00Z",3,TRUE,2,1,47,-96,9231,40,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,"2017-01-31T19:45:00Z",18,TRUE,1,2,47,-66,9269,33,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,"2017-02-04T12:30:00Z",4,FALSE,3,1,47,-34,9274,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,"2017-02-11T12:30:00Z",7,TRUE,2,0,47,-31,9330,62,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,"2017-03-04T17:30:00Z",9,FALSE,3,1,47,-24,9389,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,"2017-03-18T12:30:00Z",19,FALSE,3,1,47,-38,9405,15,53,0,53,0,0,0,2,0,0,0,0,0,1,0,3,"4.8","0.0","0.0","0.5",0,0,0,1,3,0,0,0,12,12,0,0,1,0,0,0,0,0,0
1,30,"2017-04-02T15:00:00Z",10,TRUE,2,2,47,479,10030,565,86,2,90,0,0,0,2,0,0,0,0,0,3,0,15,"24.0","0.0","0.0","2.4",0,0,0,2,6,0,0,0,32,22,0,0,0,0,0,0,0,0,0
1,31,"2017-04-05T18:45:00Z",20,TRUE,3,0,47,695,10784,803,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
