"","player_id","round","kickoff_time","opponent_team","was_home","team_h_score","team_a_score","value","transfers_balance","selected","transfers_in","transfers_out","total_points","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","open_play_crosses","big_chances_created","clearances_blocks_interceptions","recoveries","key_passes","tackles","winning_goals","attempted_passes","completed_passes","penalties_conceded","big_chances_missed","errors_leading_to_goal","errors_leading_to_goal_attempt","tackled","offside","target_missed","fouls","dribbles","name","team","pos"
"286",286,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,40,0,694817,0,0,2,90,0,0,0,2,0,0,0,0,0,4,0,17,"0.0","0.0","0.0","0.0",0,0,0,0,10,0,0,0,30,8,0,0,0,0,0,0,0,0,0,"Elliot","Newcastle","Goalkeeper"
"287",287,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,18015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Darlow","Newcastle","Goalkeeper"
"288",288,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,17756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yedlin","Newcastle","Defender"
"289",289,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,29375,0,0,1,90,0,0,0,2,0,0,0,0,0,0,0,12,"0.0","0.0","0.0","0.0",0,0,0,4,4,0,2,0,30,19,0,0,0,0,0,0,0,1,0,"Clark","Newcastle","Defender"
"290",290,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,68429,0,0,1,83,0,0,0,2,0,0,0,0,0,0,0,14,"0.0","0.0","0.0","0.0",0,0,0,8,6,0,1,0,21,14,0,0,0,0,0,0,0,0,0,"Lascelles","Newcastle","Defender"
"291",291,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,39018,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4,"0.0","0.0","0.0","0.0",0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,"Dummett","Newcastle","Defender"
"292",292,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,40,0,94940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hanley","Newcastle","Defender"
"293",293,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,40,0,89381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gámez","Newcastle","Defender"
"294",294,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,34083,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,4,"0.0","0.0","0.0","0.0",0,0,0,2,2,0,0,0,10,6,0,0,0,0,0,0,0,0,0,"Lejeune","Newcastle","Defender"
"295",295,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,60,0,149149,0,0,1,90,0,0,0,2,0,0,0,1,0,0,0,12,"0.0","0.0","0.0","0.0",0,0,0,4,5,1,2,0,28,23,0,0,0,0,0,0,0,0,1,"Ritchie","Newcastle","Midfielder"
"296",296,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,55,0,79334,0,0,-2,47,0,0,0,2,0,0,0,0,1,0,0,-3,"0.0","0.0","0.0","0.0",0,0,0,3,4,0,1,0,10,6,0,0,0,0,1,0,0,0,0,"Shelvey","Newcastle","Midfielder"
"297",297,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,50,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gouffran","Newcastle","Midfielder"
"298",298,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,50,0,13068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Diamé","Newcastle","Midfielder"
"299",299,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,41590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colback","Newcastle","Midfielder"
"300",300,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,50,0,108635,0,0,2,90,0,0,0,2,0,0,0,0,0,0,0,-4,"0.0","0.0","0.0","0.0",0,0,0,1,3,0,0,0,13,9,0,1,0,0,8,1,1,0,2,"Atsu","Newcastle","Midfielder"
"301",301,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,65,0,102404,0,0,2,75,0,0,0,2,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",0,0,0,0,1,0,0,0,11,4,0,0,0,0,0,1,1,1,0,"Gayle","Newcastle","Forward"
"302",302,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,55,0,56097,0,0,2,90,0,0,0,2,0,0,0,0,0,0,0,4,"0.0","0.0","0.0","0.0",0,0,0,0,5,0,0,0,17,8,0,0,0,0,3,0,0,1,1,"Pérez","Newcastle","Forward"
"303",303,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,50,0,121294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mitrovic","Newcastle","Forward"
"304",304,1,"2017-08-13T12:30:00Z",17,TRUE,0,2,45,0,14918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Murphy","Newcastle","Forward"
"305",305,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McCarthy","Southampton","Goalkeeper"
"306",306,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,50,0,279708,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,19,"1.0","0.0","0.0","0.1",0,0,0,0,4,0,0,0,14,7,0,0,0,0,0,0,0,0,0,"Forster","Southampton","Goalkeeper"
"307",307,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,55,0,613635,0,0,8,85,0,0,1,0,0,0,0,0,0,0,2,32,"13.6","59.7","7.0","8.0",0,2,1,1,5,4,1,0,62,52,0,0,0,0,0,0,1,1,0,"Bertrand","Southampton","Defender"
"308",308,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,50,0,67407,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,20,"9.8","0.6","32.0","4.2",0,0,0,6,8,0,1,0,52,40,0,1,0,0,0,0,3,1,0,"Yoshida","Southampton","Defender"
"309",309,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,7415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Targett","Southampton","Defender"
"310",310,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,50,0,523597,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,24,"14.2","5.3","19.0","3.9",0,0,0,3,5,0,1,0,49,41,0,0,0,0,1,0,1,1,1,"Cédric","Southampton","Defender"
"311",311,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,55,0,93099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"van Dijk","Southampton","Defender"
"312",312,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pied","Southampton","Defender"
"313",313,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,50,0,40682,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,26,"15.6","11.1","20.0","4.7",0,0,0,5,9,1,0,0,37,31,0,0,0,0,2,0,0,0,0,"Stephens","Southampton","Defender"
"314",314,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,4539,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,"2.6","10.5","0.0","1.3",0,0,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,"McQueen","Southampton","Defender"
"315",315,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,10291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bednarek","Southampton","Defender"
"316",316,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,50,0,8445,0,0,3,90,0,0,1,0,0,0,0,0,0,0,0,22,"18.8","32.8","22.0","7.4",0,1,0,2,7,2,3,0,71,67,0,0,0,0,0,0,0,2,0,"Davis","Southampton","Midfielder"
"317",317,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,55,0,114499,0,0,3,70,0,0,1,0,0,0,0,0,0,0,0,9,"11.4","44.0","47.0","10.2",0,1,0,2,4,3,0,0,27,23,0,0,0,0,2,0,1,0,0,"Ward-Prowse","Southampton","Midfielder"
"318",318,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,65,0,138397,0,0,3,90,0,0,1,0,0,0,0,0,0,0,0,12,"21.8","43.2","35.0","10.0",0,4,0,2,7,2,0,0,40,28,0,1,0,0,2,0,2,1,3,"Tadic","Southampton","Midfielder"
"319",319,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,17458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clasie","Southampton","Midfielder"
"320",320,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,214539,0,0,2,90,0,0,1,0,0,0,0,1,0,0,0,22,"25.2","56.2","8.0","8.9",0,0,1,4,4,5,3,0,80,70,0,0,0,0,1,0,0,1,0,"Oriol Romeu","Southampton","Midfielder"
"321",321,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,13724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Højbjerg","Southampton","Midfielder"
"322",322,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,60,0,9203,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,8,"5.0","6.3","10.0","2.1",0,0,0,0,3,0,1,0,19,15,0,0,0,0,0,0,0,0,2,"Boufal","Southampton","Midfielder"
"323",323,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,45,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sims","Southampton","Midfielder"
"324",324,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,65,0,355220,0,0,2,90,0,0,1,0,0,0,0,1,0,0,0,8,"9.2","67.3","33.0","11.0",0,1,0,0,2,5,0,0,43,38,0,0,0,0,2,0,2,1,0,"Redmond","Southampton","Midfielder"
"325",325,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,60,0,28672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Long","Southampton","Forward"
"326",326,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,65,0,56567,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.3","8.0","0.7",0,0,0,0,1,0,0,0,7,5,0,0,0,0,0,0,1,0,0,"Austin","Southampton","Forward"
"327",327,1,"2017-08-12T14:00:00Z",16,TRUE,0,0,70,0,264048,0,0,2,68,0,0,1,0,0,0,0,0,0,0,0,-1,"0.0","5.3","20.0","1.2",0,0,0,0,2,0,0,0,13,11,0,0,0,0,0,0,5,2,0,"Gabbiadini","Southampton","Forward"
"328",328,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,84471,0,0,3,90,0,0,0,1,0,0,0,0,0,3,0,14,"21.4","0.0","0.0","2.1",0,0,0,0,7,0,0,0,24,14,0,0,0,0,0,0,0,0,0,"Butland","Stoke","Goalkeeper"
"329",329,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,45,0,28603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grant","Stoke","Goalkeeper"
"330",330,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,69753,0,0,2,90,0,0,0,1,0,0,0,0,0,0,0,11,"20.0","0.3","0.0","2.0",0,0,0,8,0,0,1,0,11,9,0,0,0,0,0,1,0,0,0,"Shawcross","Stoke","Defender"
"331",331,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,45,0,16566,0,0,2,90,0,0,0,1,0,0,0,0,0,0,0,13,"15.8","0.8","0.0","1.7",0,0,0,7,4,0,2,0,27,19,0,0,0,0,2,0,0,0,1,"Cameron","Stoke","Defender"
"332",332,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,48548,0,0,2,90,0,0,0,1,0,0,0,0,0,0,0,14,"19.0","5.7","0.0","2.5",0,1,0,8,3,0,3,0,25,16,0,0,0,0,0,2,0,2,0,"Pieters","Stoke","Defender"
"333",333,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,45,0,5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Muniesa","Stoke","Defender"
"334",334,1,"2017-08-12T14:00:00Z",5,FALSE,2,3,45,0,7243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bardsley","Burnley","Defender"
"335",335,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,45,0,32499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johnson","Stoke","Defender"
"336",336,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,45,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tymon","Stoke","Defender"
"337",337,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,55,0,198220,0,0,1,90,0,0,0,1,0,0,0,1,0,0,0,9,"8.8","12.8","11.0","3.3",0,0,0,4,7,1,1,0,36,29,0,0,0,0,3,0,1,3,2,"Allen","Stoke","Midfielder"
"338",338,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adam","Stoke","Midfielder"
"339",339,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,45,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whelan","Stoke","Midfielder"
"340",340,1,"2017-08-13T15:00:00Z",12,FALSE,4,0,70,0,78101,0,0,2,90,0,0,0,4,0,0,0,0,0,0,0,8,"0.0","0.0","0.0","0.0",0,0,1,1,10,2,1,0,24,19,0,0,0,0,3,2,2,1,0,"Arnautovic","West Ham","Midfielder"
"341",341,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Afellay","Stoke","Midfielder"
"342",342,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,60,0,145781,0,0,2,90,0,0,0,1,0,0,0,0,0,0,0,5,"9.4","3.3","7.0","2.0",0,0,0,0,2,0,0,0,23,19,0,0,0,0,2,0,0,1,2,"Shaqiri","Stoke","Midfielder"
"343",343,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,45,0,9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Imbula","Stoke","Midfielder"
"344",344,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,55,0,4169,0,0,2,71,0,0,0,1,0,0,0,0,0,0,0,5,"0.0","13.3","6.0","1.9",0,0,0,0,5,1,0,0,23,20,0,0,0,0,2,0,1,1,1,"Bojan","Stoke","Midfielder"
"345",345,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,27830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sobhi","Stoke","Midfielder"
"346",346,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,44764,0,0,2,90,0,0,0,1,0,0,0,0,0,0,0,11,"11.0","3.1","1.0","1.5",0,0,0,6,4,0,2,0,45,30,0,0,0,0,2,0,1,2,2,"Fletcher","Stoke","Midfielder"
"347",347,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,50,0,104948,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,1,"3.4","10.8","24.0","3.8",0,0,0,1,0,1,0,0,9,6,0,0,0,0,0,3,0,0,0,"Crouch","Stoke","Forward"
"348",348,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,55,0,15288,0,0,2,90,0,0,0,1,0,0,0,0,0,0,0,8,"8.0","12.2","9.0","2.9",0,0,0,5,2,1,0,0,18,13,0,0,0,0,0,0,2,0,1,"Diouf","Stoke","Forward"
"349",349,1,"2017-08-12T14:00:00Z",7,FALSE,1,0,60,0,25150,0,0,2,71,0,0,0,1,0,0,0,0,0,0,0,6,"0.4","14.5","8.0","2.3",0,0,0,1,3,1,0,0,12,9,0,0,0,0,1,0,1,0,0,"Berahino","Stoke","Forward"
"350",350,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,174030,0,0,6,90,0,0,1,0,0,0,0,0,0,2,0,23,"15.6","0.0","0.0","1.6",0,0,0,0,5,0,0,0,41,26,0,0,0,0,0,0,0,0,0,"Fabianski","Swansea","Goalkeeper"
"351",351,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,40,0,57975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nordfeldt","Swansea","Goalkeeper"
"352",352,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,77639,0,0,7,90,0,0,1,0,0,0,0,0,0,0,1,28,"27.2","1.3","0.0","2.9",0,0,0,12,2,0,1,0,39,29,0,0,0,0,0,0,0,0,0,"Naughton","Swansea","Defender"
"353",353,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,40,0,847779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rangel","Swansea","Defender"
"354",354,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,16653,0,0,9,90,0,0,1,0,0,0,0,0,0,0,3,33,"48.6","0.3","0.0","4.9",0,0,0,18,3,0,1,0,50,41,0,0,0,0,0,0,0,1,0,"Fernández","Swansea","Defender"
"355",355,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,6389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kingsley","Swansea","Defender"
"356",356,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"van der Hoorn","Swansea","Defender"
"357",357,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,50,0,54205,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,26,"21.4","0.2","0.0","2.2",0,0,0,9,2,0,0,0,41,36,0,0,0,0,0,0,0,0,0,"Mawson","Swansea","Defender"
"358",358,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,50,0,11361,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,20,"5.0","1.8","0.0","0.7",0,0,0,4,0,0,0,0,33,21,0,0,0,0,0,0,0,0,0,"Olsson","Swansea","Defender"
"359",359,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,85,0,297704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sigurdsson","Swansea","Midfielder"
"360",360,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,55,0,4758,0,0,3,85,0,0,1,0,0,0,0,0,0,0,0,4,"5.0","15.4","2.0","2.2",0,1,0,3,2,1,0,0,18,12,0,0,0,0,2,0,0,3,0,"Routledge","Swansea","Midfielder"
"361",361,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,6140,0,0,3,73,0,0,1,0,0,0,0,0,0,0,0,6,"4.4","0.6","0.0","0.5",0,0,0,1,4,0,0,0,26,23,0,0,0,0,0,0,0,1,0,"Britton","Swansea","Midfielder"
"362",362,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,1986,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,-2,"0.0","0.1","0.0","0.0",0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,2,0,"Fulton","Swansea","Midfielder"
"363",363,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,50,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ki Sung-yueng","Swansea","Midfielder"
"364",364,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,50,0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Montero","Swansea","Midfielder"
"365",365,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,55,0,25405,0,0,3,90,0,0,1,0,0,0,0,0,0,0,0,10,"16.0","12.4","4.0","3.2",0,0,0,3,4,1,0,0,41,36,0,0,0,0,3,0,1,1,2,"Fer","Swansea","Midfielder"
"366",366,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dyer","Swansea","Midfielder"
"367",367,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,267869,0,0,3,90,0,0,1,0,0,0,0,0,0,0,0,14,"15.8","16.0","0.0","3.2",0,1,0,2,7,1,0,0,37,31,0,0,0,0,1,0,0,0,0,"Carroll","Swansea","Midfielder"
"368",368,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,50,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Barrow","Swansea","Midfielder"
"369",369,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,50,0,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Narsingh","Swansea","Midfielder"
"370",370,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,26307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mesa","Swansea","Midfielder"
"371",371,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,75,0,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Llorente","Swansea","Forward"
"372",372,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,45,0,99554,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,"0.4","0.1","2.0","0.3",0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,"McBurnie","Swansea","Forward"
"373",373,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,50,0,78264,0,0,2,90,0,0,1,0,0,0,0,0,0,0,0,0,"0.4","2.5","2.0","0.5",0,0,0,2,3,0,1,0,20,14,0,0,0,0,5,0,0,5,0,"Ayew","Swansea","Forward"
"374",374,1,"2017-08-12T14:00:00Z",14,FALSE,0,0,55,0,115311,0,0,2,80,0,0,1,0,0,0,0,0,0,0,0,6,"2.2","0.8","32.0","3.5",0,0,0,1,2,0,1,0,7,6,0,0,0,0,1,1,1,0,1,"Abraham","Swansea","Forward"
"375",375,1,"2017-08-13T12:30:00Z",13,FALSE,0,2,55,0,522036,0,0,7,90,0,0,1,0,0,0,0,0,0,3,0,28,"0.0","0.0","0.0","0.0",0,0,0,2,11,0,0,0,24,20,0,0,0,0,0,0,0,0,0,"Lloris","Spurs","Goalkeeper"
"376",376,1,"2017-08-13T12:30:00Z",13,FALSE,0,2,50,0,5079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vorm","Spurs","Goalkeeper"
"377",377,1,"2017-08-13T12:30:00Z",13,FALSE,0,2,60,0,595743,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,30,"0.0","0.0","0.0","0.0",0,0,0,5,3,1,1,0,102,93,0,0,0,0,0,0,0,0,0,"Alderweireld","Spurs","Defender"
"378",378,1,"2017-08-13T12:30:00Z",13,FALSE,0,2,65,0,19698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rose","Spurs","Defender"
"379",379,1,"2017-08-12T16:30:00Z",3,FALSE,0,2,65,0,847978,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,23,"12.4","27.3","4.0","4.4",0,2,0,0,5,1,0,0,66,59,0,0,0,0,3,0,0,0,0,"Walker","Man City","Defender"
